nLocation = 10;
AreaWidth = 10;
Horizen = 1440;
MaxAirTime = 90;
ChargingTime = 5;
VehicleLocation =  [1 2 3 4 5 6 7 8 9 10 0 0 0 0 0 0 0 0 0 0];
InitialMissionCompleteTime =  [34 55 48 36 33 15 55 54 18 11];
Tasks =  {<"on" 1 1 5 0 0 34>
     <"charge" 1 100 5 0 39 44>
     <"on" 1 2 5 0 34 114>
     <"charge" 1 200 5 0 119 124>
     <"on" 1 3 5 0 114 194>
     <"charge" 1 300 5 0 199 204>
     <"on" 1 4 5 0 194 274>
     <"charge" 1 400 5 0 279 284>
     <"on" 1 5 5 0 274 354>
     <"charge" 1 500 5 0 359 364>
     <"on" 1 6 5 0 354 434>
     <"charge" 1 600 5 0 439 444>
     <"on" 1 7 5 0 434 514>
     <"charge" 1 700 5 0 519 524>
     <"on" 1 8 5 0 514 594>
     <"charge" 1 800 5 0 599 604>
     <"on" 1 9 5 0 594 674>
     <"charge" 1 900 5 0 679 684>
     <"on" 1 10 5 0 674 754>
     <"charge" 1 1000 5 0 759 764>
     <"on" 1 11 5 0 754 834>
     <"charge" 1 1100 5 0 839 844>
     <"on" 1 12 5 0 834 914>
     <"charge" 1 1200 5 0 919 924>
     <"on" 1 13 5 0 914 994>
     <"charge" 1 1300 5 0 999 1004>
     <"on" 1 14 5 0 994 1074>
     <"charge" 1 1400 5 0 1079 1084>
     <"on" 1 15 5 0 1074 1154>
     <"charge" 1 1500 5 0 1159 1164>
     <"on" 1 16 5 0 1154 1234>
     <"charge" 1 1600 5 0 1239 1244>
     <"on" 1 17 5 0 1234 1314>
     <"charge" 1 1700 5 0 1319 1324>
     <"on" 1 18 5 0 1314 1394>
     <"charge" 1 1800 5 0 1399 1404>
     <"on" 1 19 5 0 1394 1440>
     <"on" 2 1 1 9 0 55>
     <"charge" 2 100 1 9 61 66>
     <"on" 2 2 1 9 55 133>
     <"charge" 2 200 1 9 139 144>
     <"on" 2 3 1 9 133 211>
     <"charge" 2 300 1 9 217 222>
     <"on" 2 4 1 9 211 289>
     <"charge" 2 400 1 9 295 300>
     <"on" 2 5 1 9 289 367>
     <"charge" 2 500 1 9 373 378>
     <"on" 2 6 1 9 367 445>
     <"charge" 2 600 1 9 451 456>
     <"on" 2 7 1 9 445 523>
     <"charge" 2 700 1 9 529 534>
     <"on" 2 8 1 9 523 601>
     <"charge" 2 800 1 9 607 612>
     <"on" 2 9 1 9 601 679>
     <"charge" 2 900 1 9 685 690>
     <"on" 2 10 1 9 679 757>
     <"charge" 2 1000 1 9 763 768>
     <"on" 2 11 1 9 757 835>
     <"charge" 2 1100 1 9 841 846>
     <"on" 2 12 1 9 835 913>
     <"charge" 2 1200 1 9 919 924>
     <"on" 2 13 1 9 913 991>
     <"charge" 2 1300 1 9 997 1002>
     <"on" 2 14 1 9 991 1069>
     <"charge" 2 1400 1 9 1075 1080>
     <"on" 2 15 1 9 1069 1147>
     <"charge" 2 1500 1 9 1153 1158>
     <"on" 2 16 1 9 1147 1225>
     <"charge" 2 1600 1 9 1231 1236>
     <"on" 2 17 1 9 1225 1303>
     <"charge" 2 1700 1 9 1309 1314>
     <"on" 2 18 1 9 1303 1381>
     <"charge" 2 1800 1 9 1387 1392>
     <"on" 2 19 1 9 1381 1440>
     <"on" 3 1 3 8 0 48>
     <"charge" 3 100 3 8 52 57>
     <"on" 3 2 3 8 48 130>
     <"charge" 3 200 3 8 134 139>
     <"on" 3 3 3 8 130 212>
     <"charge" 3 300 3 8 216 221>
     <"on" 3 4 3 8 212 294>
     <"charge" 3 400 3 8 298 303>
     <"on" 3 5 3 8 294 376>
     <"charge" 3 500 3 8 380 385>
     <"on" 3 6 3 8 376 458>
     <"charge" 3 600 3 8 462 467>
     <"on" 3 7 3 8 458 540>
     <"charge" 3 700 3 8 544 549>
     <"on" 3 8 3 8 540 622>
     <"charge" 3 800 3 8 626 631>
     <"on" 3 9 3 8 622 704>
     <"charge" 3 900 3 8 708 713>
     <"on" 3 10 3 8 704 786>
     <"charge" 3 1000 3 8 790 795>
     <"on" 3 11 3 8 786 868>
     <"charge" 3 1100 3 8 872 877>
     <"on" 3 12 3 8 868 950>
     <"charge" 3 1200 3 8 954 959>
     <"on" 3 13 3 8 950 1032>
     <"charge" 3 1300 3 8 1036 1041>
     <"on" 3 14 3 8 1032 1114>
     <"charge" 3 1400 3 8 1118 1123>
     <"on" 3 15 3 8 1114 1196>
     <"charge" 3 1500 3 8 1200 1205>
     <"on" 3 16 3 8 1196 1278>
     <"charge" 3 1600 3 8 1282 1287>
     <"on" 3 17 3 8 1278 1360>
     <"charge" 3 1700 3 8 1364 1369>
     <"on" 3 18 3 8 1360 1440>
     <"on" 4 1 3 7 0 36>
     <"charge" 4 100 3 7 39 44>
     <"on" 4 2 3 7 36 120>
     <"charge" 4 200 3 7 123 128>
     <"on" 4 3 3 7 120 204>
     <"charge" 4 300 3 7 207 212>
     <"on" 4 4 3 7 204 288>
     <"charge" 4 400 3 7 291 296>
     <"on" 4 5 3 7 288 372>
     <"charge" 4 500 3 7 375 380>
     <"on" 4 6 3 7 372 456>
     <"charge" 4 600 3 7 459 464>
     <"on" 4 7 3 7 456 540>
     <"charge" 4 700 3 7 543 548>
     <"on" 4 8 3 7 540 624>
     <"charge" 4 800 3 7 627 632>
     <"on" 4 9 3 7 624 708>
     <"charge" 4 900 3 7 711 716>
     <"on" 4 10 3 7 708 792>
     <"charge" 4 1000 3 7 795 800>
     <"on" 4 11 3 7 792 876>
     <"charge" 4 1100 3 7 879 884>
     <"on" 4 12 3 7 876 960>
     <"charge" 4 1200 3 7 963 968>
     <"on" 4 13 3 7 960 1044>
     <"charge" 4 1300 3 7 1047 1052>
     <"on" 4 14 3 7 1044 1128>
     <"charge" 4 1400 3 7 1131 1136>
     <"on" 4 15 3 7 1128 1212>
     <"charge" 4 1500 3 7 1215 1220>
     <"on" 4 16 3 7 1212 1296>
     <"charge" 4 1600 3 7 1299 1304>
     <"on" 4 17 3 7 1296 1380>
     <"charge" 4 1700 3 7 1383 1388>
     <"on" 4 18 3 7 1380 1440>
     <"on" 5 1 2 6 0 33>
     <"charge" 5 100 2 6 36 41>
     <"on" 5 2 2 6 33 117>
     <"charge" 5 200 2 6 120 125>
     <"on" 5 3 2 6 117 201>
     <"charge" 5 300 2 6 204 209>
     <"on" 5 4 2 6 201 285>
     <"charge" 5 400 2 6 288 293>
     <"on" 5 5 2 6 285 369>
     <"charge" 5 500 2 6 372 377>
     <"on" 5 6 2 6 369 453>
     <"charge" 5 600 2 6 456 461>
     <"on" 5 7 2 6 453 537>
     <"charge" 5 700 2 6 540 545>
     <"on" 5 8 2 6 537 621>
     <"charge" 5 800 2 6 624 629>
     <"on" 5 9 2 6 621 705>
     <"charge" 5 900 2 6 708 713>
     <"on" 5 10 2 6 705 789>
     <"charge" 5 1000 2 6 792 797>
     <"on" 5 11 2 6 789 873>
     <"charge" 5 1100 2 6 876 881>
     <"on" 5 12 2 6 873 957>
     <"charge" 5 1200 2 6 960 965>
     <"on" 5 13 2 6 957 1041>
     <"charge" 5 1300 2 6 1044 1049>
     <"on" 5 14 2 6 1041 1125>
     <"charge" 5 1400 2 6 1128 1133>
     <"on" 5 15 2 6 1125 1209>
     <"charge" 5 1500 2 6 1212 1217>
     <"on" 5 16 2 6 1209 1293>
     <"charge" 5 1600 2 6 1296 1301>
     <"on" 5 17 2 6 1293 1377>
     <"charge" 5 1700 2 6 1380 1385>
     <"on" 5 18 2 6 1377 1440>
     <"on" 6 1 8 8 0 15>
     <"charge" 6 100 8 8 19 24>
     <"on" 6 2 8 8 15 97>
     <"charge" 6 200 8 8 101 106>
     <"on" 6 3 8 8 97 179>
     <"charge" 6 300 8 8 183 188>
     <"on" 6 4 8 8 179 261>
     <"charge" 6 400 8 8 265 270>
     <"on" 6 5 8 8 261 343>
     <"charge" 6 500 8 8 347 352>
     <"on" 6 6 8 8 343 425>
     <"charge" 6 600 8 8 429 434>
     <"on" 6 7 8 8 425 507>
     <"charge" 6 700 8 8 511 516>
     <"on" 6 8 8 8 507 589>
     <"charge" 6 800 8 8 593 598>
     <"on" 6 9 8 8 589 671>
     <"charge" 6 900 8 8 675 680>
     <"on" 6 10 8 8 671 753>
     <"charge" 6 1000 8 8 757 762>
     <"on" 6 11 8 8 753 835>
     <"charge" 6 1100 8 8 839 844>
     <"on" 6 12 8 8 835 917>
     <"charge" 6 1200 8 8 921 926>
     <"on" 6 13 8 8 917 999>
     <"charge" 6 1300 8 8 1003 1008>
     <"on" 6 14 8 8 999 1081>
     <"charge" 6 1400 8 8 1085 1090>
     <"on" 6 15 8 8 1081 1163>
     <"charge" 6 1500 8 8 1167 1172>
     <"on" 6 16 8 8 1163 1245>
     <"charge" 6 1600 8 8 1249 1254>
     <"on" 6 17 8 8 1245 1327>
     <"charge" 6 1700 8 8 1331 1336>
     <"on" 6 18 8 8 1327 1409>
     <"charge" 6 1800 8 8 1413 1418>
     <"on" 6 19 8 8 1409 1440>
     <"on" 7 1 4 8 0 55>
     <"charge" 7 100 4 8 58 63>
     <"on" 7 2 4 8 55 139>
     <"charge" 7 200 4 8 142 147>
     <"on" 7 3 4 8 139 223>
     <"charge" 7 300 4 8 226 231>
     <"on" 7 4 4 8 223 307>
     <"charge" 7 400 4 8 310 315>
     <"on" 7 5 4 8 307 391>
     <"charge" 7 500 4 8 394 399>
     <"on" 7 6 4 8 391 475>
     <"charge" 7 600 4 8 478 483>
     <"on" 7 7 4 8 475 559>
     <"charge" 7 700 4 8 562 567>
     <"on" 7 8 4 8 559 643>
     <"charge" 7 800 4 8 646 651>
     <"on" 7 9 4 8 643 727>
     <"charge" 7 900 4 8 730 735>
     <"on" 7 10 4 8 727 811>
     <"charge" 7 1000 4 8 814 819>
     <"on" 7 11 4 8 811 895>
     <"charge" 7 1100 4 8 898 903>
     <"on" 7 12 4 8 895 979>
     <"charge" 7 1200 4 8 982 987>
     <"on" 7 13 4 8 979 1063>
     <"charge" 7 1300 4 8 1066 1071>
     <"on" 7 14 4 8 1063 1147>
     <"charge" 7 1400 4 8 1150 1155>
     <"on" 7 15 4 8 1147 1231>
     <"charge" 7 1500 4 8 1234 1239>
     <"on" 7 16 4 8 1231 1315>
     <"charge" 7 1600 4 8 1318 1323>
     <"on" 7 17 4 8 1315 1399>
     <"charge" 7 1700 4 8 1402 1407>
     <"on" 7 18 4 8 1399 1440>
     <"on" 8 1 7 5 0 54>
     <"charge" 8 100 7 5 56 61>
     <"on" 8 2 7 5 54 140>
     <"charge" 8 200 7 5 142 147>
     <"on" 8 3 7 5 140 226>
     <"charge" 8 300 7 5 228 233>
     <"on" 8 4 7 5 226 312>
     <"charge" 8 400 7 5 314 319>
     <"on" 8 5 7 5 312 398>
     <"charge" 8 500 7 5 400 405>
     <"on" 8 6 7 5 398 484>
     <"charge" 8 600 7 5 486 491>
     <"on" 8 7 7 5 484 570>
     <"charge" 8 700 7 5 572 577>
     <"on" 8 8 7 5 570 656>
     <"charge" 8 800 7 5 658 663>
     <"on" 8 9 7 5 656 742>
     <"charge" 8 900 7 5 744 749>
     <"on" 8 10 7 5 742 828>
     <"charge" 8 1000 7 5 830 835>
     <"on" 8 11 7 5 828 914>
     <"charge" 8 1100 7 5 916 921>
     <"on" 8 12 7 5 914 1000>
     <"charge" 8 1200 7 5 1002 1007>
     <"on" 8 13 7 5 1000 1086>
     <"charge" 8 1300 7 5 1088 1093>
     <"on" 8 14 7 5 1086 1172>
     <"charge" 8 1400 7 5 1174 1179>
     <"on" 8 15 7 5 1172 1258>
     <"charge" 8 1500 7 5 1260 1265>
     <"on" 8 16 7 5 1258 1344>
     <"charge" 8 1600 7 5 1346 1351>
     <"on" 8 17 7 5 1344 1430>
     <"charge" 8 1700 7 5 1432 1437>
     <"on" 8 18 7 5 1430 1440>
     <"on" 9 1 4 4 0 18>
     <"charge" 9 100 4 4 19 24>
     <"on" 9 2 4 4 18 106>
     <"charge" 9 200 4 4 107 112>
     <"on" 9 3 4 4 106 194>
     <"charge" 9 300 4 4 195 200>
     <"on" 9 4 4 4 194 282>
     <"charge" 9 400 4 4 283 288>
     <"on" 9 5 4 4 282 370>
     <"charge" 9 500 4 4 371 376>
     <"on" 9 6 4 4 370 458>
     <"charge" 9 600 4 4 459 464>
     <"on" 9 7 4 4 458 546>
     <"charge" 9 700 4 4 547 552>
     <"on" 9 8 4 4 546 634>
     <"charge" 9 800 4 4 635 640>
     <"on" 9 9 4 4 634 722>
     <"charge" 9 900 4 4 723 728>
     <"on" 9 10 4 4 722 810>
     <"charge" 9 1000 4 4 811 816>
     <"on" 9 11 4 4 810 898>
     <"charge" 9 1100 4 4 899 904>
     <"on" 9 12 4 4 898 986>
     <"charge" 9 1200 4 4 987 992>
     <"on" 9 13 4 4 986 1074>
     <"charge" 9 1300 4 4 1075 1080>
     <"on" 9 14 4 4 1074 1162>
     <"charge" 9 1400 4 4 1163 1168>
     <"on" 9 15 4 4 1162 1250>
     <"charge" 9 1500 4 4 1251 1256>
     <"on" 9 16 4 4 1250 1338>
     <"charge" 9 1600 4 4 1339 1344>
     <"on" 9 17 4 4 1338 1426>
     <"charge" 9 1700 4 4 1427 1432>
     <"on" 9 18 4 4 1426 1440>
     <"on" 10 1 7 2 0 11>
     <"charge" 10 100 7 2 15 20>
     <"on" 10 2 7 2 11 93>
     <"charge" 10 200 7 2 97 102>
     <"on" 10 3 7 2 93 175>
     <"charge" 10 300 7 2 179 184>
     <"on" 10 4 7 2 175 257>
     <"charge" 10 400 7 2 261 266>
     <"on" 10 5 7 2 257 339>
     <"charge" 10 500 7 2 343 348>
     <"on" 10 6 7 2 339 421>
     <"charge" 10 600 7 2 425 430>
     <"on" 10 7 7 2 421 503>
     <"charge" 10 700 7 2 507 512>
     <"on" 10 8 7 2 503 585>
     <"charge" 10 800 7 2 589 594>
     <"on" 10 9 7 2 585 667>
     <"charge" 10 900 7 2 671 676>
     <"on" 10 10 7 2 667 749>
     <"charge" 10 1000 7 2 753 758>
     <"on" 10 11 7 2 749 831>
     <"charge" 10 1100 7 2 835 840>
     <"on" 10 12 7 2 831 913>
     <"charge" 10 1200 7 2 917 922>
     <"on" 10 13 7 2 913 995>
     <"charge" 10 1300 7 2 999 1004>
     <"on" 10 14 7 2 995 1077>
     <"charge" 10 1400 7 2 1081 1086>
     <"on" 10 15 7 2 1077 1159>
     <"charge" 10 1500 7 2 1163 1168>
     <"on" 10 16 7 2 1159 1241>
     <"charge" 10 1600 7 2 1245 1250>
     <"on" 10 17 7 2 1241 1323>
     <"charge" 10 1700 7 2 1327 1332>
     <"on" 10 18 7 2 1323 1405>
     <"charge" 10 1800 7 2 1409 1414>
     <"on" 10 19 7 2 1405 1440>};
Travel =  {<0 0 0> <0 1 5> <0 2 6> <0 3 4> <0 4 3> <0 5 3> <0 6 4>
     <0 7 3> <0 8 2> <0 9 1> <0 10 4> <1 0 5> <1 1 0>
     <1 2 10> <1 3 8> <1 4 7> <1 5 7> <1 6 9> <1 7 8>
     <1 8 5> <1 9 4> <1 10 3> <2 0 6> <2 1 10> <2 2 0>
     <2 3 2> <2 4 3> <2 5 3> <2 6 7> <2 7 3> <2 8 7>
     <2 9 6> <2 10 9> <3 0 4> <3 1 8> <3 2 2> <3 3 0>
     <3 4 1> <3 5 2> <3 6 5> <3 7 1> <3 8 5> <3 9 4>
     <3 10 7> <4 0 3> <4 1 7> <4 2 3> <4 3 1> <4 4 0>
     <4 5 1> <4 6 5> <4 7 1> <4 8 4> <4 9 3> <4 10 6>
     <5 0 3> <5 1 7> <5 2 3> <5 3 2> <5 4 1> <5 5 0>
     <5 6 6> <5 7 3> <5 8 5> <5 9 3> <5 10 6> <6 0 4>
     <6 1 9> <6 2 7> <6 3 5> <6 4 5> <6 5 6> <6 6 0>
     <6 7 4> <6 8 3> <6 9 6> <6 10 6> <7 0 3> <7 1 8>
     <7 2 3> <7 3 1> <7 4 1> <7 5 3> <7 6 4> <7 7 0>
     <7 8 4> <7 9 4> <7 10 7> <8 0 2> <8 1 5> <8 2 7>
     <8 3 5> <8 4 4> <8 5 5> <8 6 3> <8 7 4> <8 8 0>
     <8 9 3> <8 10 3> <9 0 1> <9 1 4> <9 2 6> <9 3 4>
     <9 4 3> <9 5 3> <9 6 6> <9 7 4> <9 8 3> <9 9 0>
     <9 10 4> <10 0 4> <10 1 3> <10 2 9> <10 3 7> <10 4 6>
     <10 5 6> <10 6 6> <10 7 7> <10 8 3> <10 9 4> <10 10 0>};
Nodes =  {<0 5 5> <1 5 0> <2 1 9> <3 3 8> <4 3 7> <5 2 6> <6 8 8>
     <7 4 8> <8 7 5> <9 4 4> <10 7 2>};
