nLocation = 9;
AreaWidth = 10;
Horizen = 1440;
MaxAirTime = 60;
ChargingTime = 5;
VehicleLocation =  [1 2 3 4 5 6 7 8 9 0 0 0 0 0 0 0 0 0];
InitialMissionCompleteTime =  [32 39 32 15 28 17 22 18 48];
Tasks =  {<"on" 1 1 1 0 0 32>
     <"charge" 1 100 1 0 38 43>
     <"on" 1 2 1 0 32 80>
     <"charge" 1 200 1 0 86 91>
     <"on" 1 3 1 0 80 128>
     <"charge" 1 300 1 0 134 139>
     <"on" 1 4 1 0 128 176>
     <"charge" 1 400 1 0 182 187>
     <"on" 1 5 1 0 176 224>
     <"charge" 1 500 1 0 230 235>
     <"on" 1 6 1 0 224 272>
     <"charge" 1 600 1 0 278 283>
     <"on" 1 7 1 0 272 320>
     <"charge" 1 700 1 0 326 331>
     <"on" 1 8 1 0 320 368>
     <"charge" 1 800 1 0 374 379>
     <"on" 1 9 1 0 368 416>
     <"charge" 1 900 1 0 422 427>
     <"on" 1 10 1 0 416 464>
     <"charge" 1 1000 1 0 470 475>
     <"on" 1 11 1 0 464 512>
     <"charge" 1 1100 1 0 518 523>
     <"on" 1 12 1 0 512 560>
     <"charge" 1 1200 1 0 566 571>
     <"on" 1 13 1 0 560 608>
     <"charge" 1 1300 1 0 614 619>
     <"on" 1 14 1 0 608 656>
     <"charge" 1 1400 1 0 662 667>
     <"on" 1 15 1 0 656 704>
     <"charge" 1 1500 1 0 710 715>
     <"on" 1 16 1 0 704 752>
     <"charge" 1 1600 1 0 758 763>
     <"on" 1 17 1 0 752 800>
     <"charge" 1 1700 1 0 806 811>
     <"on" 1 18 1 0 800 848>
     <"charge" 1 1800 1 0 854 859>
     <"on" 1 19 1 0 848 896>
     <"charge" 1 1900 1 0 902 907>
     <"on" 1 20 1 0 896 944>
     <"charge" 1 2000 1 0 950 955>
     <"on" 1 21 1 0 944 992>
     <"charge" 1 2100 1 0 998 1003>
     <"on" 1 22 1 0 992 1040>
     <"charge" 1 2200 1 0 1046 1051>
     <"on" 1 23 1 0 1040 1088>
     <"charge" 1 2300 1 0 1094 1099>
     <"on" 1 24 1 0 1088 1136>
     <"charge" 1 2400 1 0 1142 1147>
     <"on" 1 25 1 0 1136 1184>
     <"charge" 1 2500 1 0 1190 1195>
     <"on" 1 26 1 0 1184 1232>
     <"charge" 1 2600 1 0 1238 1243>
     <"on" 1 27 1 0 1232 1280>
     <"charge" 1 2700 1 0 1286 1291>
     <"on" 1 28 1 0 1280 1328>
     <"charge" 1 2800 1 0 1334 1339>
     <"on" 1 29 1 0 1328 1376>
     <"charge" 1 2900 1 0 1382 1387>
     <"on" 1 30 1 0 1376 1424>
     <"charge" 1 3000 1 0 1430 1435>
     <"on" 1 31 1 0 1424 1440>
     <"on" 2 1 3 5 0 39>
     <"charge" 2 100 3 5 41 46>
     <"on" 2 2 3 5 39 95>
     <"charge" 2 200 3 5 97 102>
     <"on" 2 3 3 5 95 151>
     <"charge" 2 300 3 5 153 158>
     <"on" 2 4 3 5 151 207>
     <"charge" 2 400 3 5 209 214>
     <"on" 2 5 3 5 207 263>
     <"charge" 2 500 3 5 265 270>
     <"on" 2 6 3 5 263 319>
     <"charge" 2 600 3 5 321 326>
     <"on" 2 7 3 5 319 375>
     <"charge" 2 700 3 5 377 382>
     <"on" 2 8 3 5 375 431>
     <"charge" 2 800 3 5 433 438>
     <"on" 2 9 3 5 431 487>
     <"charge" 2 900 3 5 489 494>
     <"on" 2 10 3 5 487 543>
     <"charge" 2 1000 3 5 545 550>
     <"on" 2 11 3 5 543 599>
     <"charge" 2 1100 3 5 601 606>
     <"on" 2 12 3 5 599 655>
     <"charge" 2 1200 3 5 657 662>
     <"on" 2 13 3 5 655 711>
     <"charge" 2 1300 3 5 713 718>
     <"on" 2 14 3 5 711 767>
     <"charge" 2 1400 3 5 769 774>
     <"on" 2 15 3 5 767 823>
     <"charge" 2 1500 3 5 825 830>
     <"on" 2 16 3 5 823 879>
     <"charge" 2 1600 3 5 881 886>
     <"on" 2 17 3 5 879 935>
     <"charge" 2 1700 3 5 937 942>
     <"on" 2 18 3 5 935 991>
     <"charge" 2 1800 3 5 993 998>
     <"on" 2 19 3 5 991 1047>
     <"charge" 2 1900 3 5 1049 1054>
     <"on" 2 20 3 5 1047 1103>
     <"charge" 2 2000 3 5 1105 1110>
     <"on" 2 21 3 5 1103 1159>
     <"charge" 2 2100 3 5 1161 1166>
     <"on" 2 22 3 5 1159 1215>
     <"charge" 2 2200 3 5 1217 1222>
     <"on" 2 23 3 5 1215 1271>
     <"charge" 2 2300 3 5 1273 1278>
     <"on" 2 24 3 5 1271 1327>
     <"charge" 2 2400 3 5 1329 1334>
     <"on" 2 25 3 5 1327 1383>
     <"charge" 2 2500 3 5 1385 1390>
     <"on" 2 26 3 5 1383 1439>
     <"on" 3 1 7 2 0 32>
     <"charge" 3 100 7 2 36 41>
     <"on" 3 2 7 2 32 84>
     <"charge" 3 200 7 2 88 93>
     <"on" 3 3 7 2 84 136>
     <"charge" 3 300 7 2 140 145>
     <"on" 3 4 7 2 136 188>
     <"charge" 3 400 7 2 192 197>
     <"on" 3 5 7 2 188 240>
     <"charge" 3 500 7 2 244 249>
     <"on" 3 6 7 2 240 292>
     <"charge" 3 600 7 2 296 301>
     <"on" 3 7 7 2 292 344>
     <"charge" 3 700 7 2 348 353>
     <"on" 3 8 7 2 344 396>
     <"charge" 3 800 7 2 400 405>
     <"on" 3 9 7 2 396 448>
     <"charge" 3 900 7 2 452 457>
     <"on" 3 10 7 2 448 500>
     <"charge" 3 1000 7 2 504 509>
     <"on" 3 11 7 2 500 552>
     <"charge" 3 1100 7 2 556 561>
     <"on" 3 12 7 2 552 604>
     <"charge" 3 1200 7 2 608 613>
     <"on" 3 13 7 2 604 656>
     <"charge" 3 1300 7 2 660 665>
     <"on" 3 14 7 2 656 708>
     <"charge" 3 1400 7 2 712 717>
     <"on" 3 15 7 2 708 760>
     <"charge" 3 1500 7 2 764 769>
     <"on" 3 16 7 2 760 812>
     <"charge" 3 1600 7 2 816 821>
     <"on" 3 17 7 2 812 864>
     <"charge" 3 1700 7 2 868 873>
     <"on" 3 18 7 2 864 916>
     <"charge" 3 1800 7 2 920 925>
     <"on" 3 19 7 2 916 968>
     <"charge" 3 1900 7 2 972 977>
     <"on" 3 20 7 2 968 1020>
     <"charge" 3 2000 7 2 1024 1029>
     <"on" 3 21 7 2 1020 1072>
     <"charge" 3 2100 7 2 1076 1081>
     <"on" 3 22 7 2 1072 1124>
     <"charge" 3 2200 7 2 1128 1133>
     <"on" 3 23 7 2 1124 1176>
     <"charge" 3 2300 7 2 1180 1185>
     <"on" 3 24 7 2 1176 1228>
     <"charge" 3 2400 7 2 1232 1237>
     <"on" 3 25 7 2 1228 1280>
     <"charge" 3 2500 7 2 1284 1289>
     <"on" 3 26 7 2 1280 1332>
     <"charge" 3 2600 7 2 1336 1341>
     <"on" 3 27 7 2 1332 1384>
     <"charge" 3 2700 7 2 1388 1393>
     <"on" 3 28 7 2 1384 1436>
     <"on" 4 1 9 1 0 15>
     <"charge" 4 100 9 1 21 26>
     <"on" 4 2 9 1 15 63>
     <"charge" 4 200 9 1 69 74>
